acronym,structure_id,name,expression_energy,expression_density,sum_expressing_pixel_intensity,sum_expressing_pixels,sum_pixels,receptor
SPVOcdm,77,"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part",0.0226396,0.000176047,3953.71,30.7442,174637.0,5-HT3a
AUDd4,678,"Dorsal auditory area, layer 4",0.93984,0.00718679,32865.3,251.315,34969.0,5-HT3a
COApm,663,"Cortical amygdalar area, posterior part, medial zone",1.06122,0.00692171,2019630.0,13172.9,1903120.0,5-HT3a
PGRNd,970,"Paragigantocellular reticular nucleus, dorsal part",0.0368188,0.000277871,25750.3,194.337,699380.0,5-HT3a
SBPV,347,Subparaventricular zone,0.165739,0.00122287,98527.3,726.963,594473.0,5-HT3a
GPi,1031,"Globus pallidus, internal segment",0.0129803,8.88932e-05,10422.3,71.3753,802933.0,5-HT3a
PR,1077,Perireunensis nucleus,0.0719837,0.00051243,2517.2,17.9192,34969.0,5-HT3a
HB,1065,Hindbrain,0.122058,0.000829537,13726900.0,93291.4,112462000.0,5-HT3a
GU1,36,"Gustatory areas, layer 1",1.14662,0.0079593,554252.0,3847.37,483380.0,5-HT3a
PT,15,Parataenial nucleus,0.0762231,0.000540584,37316.2,264.652,489566.0,5-HT3a
P-mot,987,"Pons, motor related",0.0919722,0.000621637,1408050.0,9516.97,15309500.0,5-HT3a
MRN,128,Midbrain reticular nucleus,0.0588975,0.000399281,565294.0,3832.26,9597920.0,5-HT3a
PAA2,416,"Piriform-amygdalar area, pyramidal layer",1.02462,0.00651132,213708.0,1358.09,208574.0,5-HT3a
ACAd5,1015,"Anterior cingulate area, dorsal part, layer 5",0.294135,0.00188364,442280.0,2832.37,1503670.0,5-HT3a
LZ,290,Hypothalamic lateral zone,0.0802525,0.000551357,1165590.0,8007.92,14524000.0,5-HT3a
COPY,1033,Copula pyramidis,0.102427,0.000751342,407284.0,2987.58,3976330.0,5-HT3a
MBmot,323,"Midbrain, motor related",0.0563384,0.000365593,2685600.0,17427.5,47669000.0,5-HT3a
IAD,1113,Interanterodorsal nucleus of the thalamus,0.24452,0.00174909,34202.5,244.656,139876.0,5-HT3a
GU5,187,"Gustatory areas, layer 5",0.273677,0.00193165,233909.0,1650.96,854690.0,5-HT3a
IPN,100,Interpeduncular nucleus,0.168379,0.000891237,194306.0,1028.47,1153980.0,5-HT3a
AUDd6a,156,"Dorsal auditory area, layer 6a",0.414213,0.00294321,372554.0,2647.2,899425.0,5-HT3a
PAR,843,Parasubiculum,0.534901,0.00346789,850319.0,5512.82,1589670.0,5-HT3a
CENT2,976,Lobule II,0.0428018,0.000311828,178942.0,1303.66,4180700.0,5-HT3a
VENT,637,Ventral group of the dorsal thalamus,0.0452905,0.000316444,310066.0,2166.42,6846150.0,5-HT3a
MOp6a,844,"Primary motor area, Layer 6a",0.184592,0.00118969,621402.0,4004.91,3366350.0,5-HT3a
VISpm2/3,41,"posteromedial visual area, layer 2/3",0.364519,0.0024337,279281.0,1864.61,766161.0,5-HT3a
CSm,130,"Superior central nucleus raphe, medial part",0.0201137,0.000151036,18990.6,142.603,944163.0,5-HT3a
PFL,1041,Paraflocculus,0.452474,0.00286825,3464010.0,21958.6,7655720.0,5-HT3a
SUB,502,Subiculum,0.715452,0.00473152,6137610.0,40590.0,8578640.0,5-HT3a
FS,998,Fundus of striatum,0.0995082,0.000710996,60287.7,430.761,605856.0,5-HT3a
STRv,493,Striatum ventral region,0.179178,0.0011313,2834240.0,17895.0,15818000.0,5-HT3a
FOTUgr,10726,"Folium-tuber vermis (VII), granular layer",0.00936525,6.91198e-05,7199.72,53.1372,768770.0,5-HT3a
AId1,996,"Agranular insular area, dorsal part, layer 1",0.471774,0.00316797,484697.0,3254.75,1027390.0,5-HT3a
TH,549,Thalamus,0.0980889,0.000659762,4165030.0,28014.7,42461800.0,5-HT3a
GENv,1014,"Geniculate group, ventral thalamus",0.290104,0.00183824,382730.0,2425.17,1319290.0,5-HT3a
PAR1,10693,"Parasubiculum, layer 1",0.510295,0.00340015,221669.0,1477.0,434394.0,5-HT3a
DP5,646,"Dorsal peduncular area, layer 5",0.253984,0.00163223,53289.5,342.465,209814.0,5-HT3a
ORBvl5,1125,"Orbital area, ventrolateral part, layer 5",0.417568,0.00280208,202200.0,1356.86,484232.0,5-HT3a
SIM,1007,Simple lobule,0.127841,0.000865283,1129150.0,7642.6,8832480.0,5-HT3a
VISal6a,601,"Anterolateral visual area, layer 6a",0.305082,0.00188911,148680.0,920.648,487344.0,5-HT3a
ENTl1,1121,"Entorhinal area, lateral part, layer 1",0.20969,0.00138698,124117.0,820.958,591905.0,5-HT3a
DP6a,267,"Dorsal peduncular area, layer 6a",0.469376,0.0028417,49155.0,297.595,104724.0,5-HT3a
COAa2,200,"Cortical amygdalar area, anterior part, layer 2",0.67926,0.0044673,442784.0,2912.07,651863.0,5-HT3a
TEa,541,Temporal association areas,0.580353,0.00370427,809684.0,5168.04,1395160.0,5-HT3a
ACVII,576,Accessory facial motor nucleus,0.0553643,0.000375603,3705.65,25.1399,66932.1,5-HT3a
VISpm6b,469,"posteromedial visual area, layer 6b",0.177888,0.00106766,2853.33,17.1254,16040.1,5-HT3a
BSTdm,505,"Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus",0.0256002,0.000167618,2685.64,17.5843,104907.0,5-HT3a
DG-po,10704,"Dentate gyrus, polymorph layer",1.39014,0.00837806,1638290.0,9873.6,1178510.0,5-HT3a
MEApd-b,480,"Medial amygdalar nucleus, posterodorsal part, sublayer b",0.582518,0.00375775,79212.9,510.993,135984.0,5-HT3a
ORBl,723,"Orbital area, lateral part",0.361496,0.00245962,966087.0,6573.26,2672470.0,5-HT3a
BMAp,334,"Basomedial amygdalar nucleus, posterior part",1.09935,0.00685948,1148740.0,7167.68,1044930.0,5-HT3a
PB,867,Parabrachial nucleus,0.017483,0.000115512,27868.0,184.127,1594010.0,5-HT3a
AVPV,272,Anteroventral periventricular nucleus,0.0709403,0.000548808,12403.6,95.9564,174845.0,5-HT3a
BS,343,Brain stem,0.106235,0.000707942,28891000.0,192529.0,271955000.0,5-HT3a
PRE2,10700,"Presubiculum, layer 2",0.30116,0.00199168,309512.0,2046.92,1027730.0,5-HT3a
V3,129,third ventricle,0.000750865,4.98911e-06,26.257,0.174464,34969.0,5-HT3a
CEAl,551,"Central amygdalar nucleus, lateral part",0.0430177,0.000285977,8808.07,58.5551,204754.0,5-HT3a
NLOT1,260,"Nucleus of the lateral olfactory tract, molecular layer",0.309474,0.00215159,97067.7,674.852,313654.0,5-HT3a
PS,1109,Parastrial nucleus,0.0401836,0.000281162,2810.36,19.6639,69938.0,5-HT3a
NDB,596,Diagonal band nucleus,0.204222,0.00128691,541673.0,3413.38,2652380.0,5-HT3a
MPNc,740,"Medial preoptic nucleus, central part",0.00583078,4.51842e-05,203.896,1.58005,34969.0,5-HT3a
MEA,403,Medial amygdalar nucleus,0.540401,0.00346686,1405240.0,9015.13,2600380.0,5-HT3a
COApl2,224,"Cortical amygdalar area, posterior part, lateral zone, layer 2",1.05205,0.00676127,510119.0,3278.4,484880.0,5-HT3a
PTLp6b,340,"Posterior parietal association areas, layer 6b",0.279908,0.00182568,119380.0,778.643,426496.0,5-HT3a
AUDp,1002,Primary auditory area,0.490851,0.00343944,291718.0,2044.1,594311.0,5-HT3a
AIp6a,314,"Agranular insular area, posterior part, layer 6a",0.952639,0.00642252,360751.0,2432.12,378686.0,5-HT3a
BLA,295,Basolateral amygdalar nucleus,0.808337,0.00519008,1018520.0,6539.59,1260020.0,5-HT3a
PRNr,146,Pontine reticular nucleus,0.0674742,0.000454553,366041.0,2465.91,5424910.0,5-HT3a
RPA,230,Nucleus raphe pallidus,0.00870374,6.47551e-05,3936.25,29.2854,452248.0,5-HT3a
ENTm1,526,"Entorhinal area, medial part, dorsal zone, layer 1",0.297179,0.00196934,331571.0,2197.25,1115730.0,5-HT3a
MGv,1079,"Medial geniculate complex, ventral part",0.284342,0.00181699,273299.0,1746.43,961162.0,5-HT3a
SUMl,1110,"Supramammillary nucleus, lateral part",0.0253637,0.000179246,8864.79,62.6479,349507.0,5-HT3a
LRNp,963,"Lateral reticular nucleus, parvicellular part",0.000644813,4.53041e-06,50.9892,0.358246,79075.9,5-HT3a
OT3,473,"Olfactory tubercle, polymorph layer",0.180938,0.00111842,275860.0,1705.17,1524620.0,5-HT3a
BSTp,367,"Bed nuclei of the stria terminalis, posterior division",0.0230207,0.000163836,26799.9,190.733,1164170.0,5-HT3a
RSPagl6b,279,"Retrosplenial area, lateral agranular part, layer 6b",0.650152,0.00401005,20899.7,128.906,32145.9,5-HT3a
SF,310,Septofimbrial nucleus,0.0364869,0.000257954,51016.4,360.675,1398210.0,5-HT3a
VISal5,233,"Anterolateral visual area, layer 5",0.440767,0.00279947,419521.0,2664.53,951798.0,5-HT3a
TTd4,1059,"Taenia tecta, dorsal part, layer 4",0.204617,0.00121505,64397.3,382.402,314721.0,5-HT3a
ENTm5,727,"Entorhinal area, medial part, dorsal zone, layer 5",0.46977,0.00305715,24879.8,161.912,52961.7,5-HT3a
VISam4,401,"Anteromedial visual area, layer 4",0.610609,0.00387008,165672.0,1050.04,271322.0,5-HT3a
MDRN,395,Medullary reticular nucleus,0.343569,0.00222489,993826.0,6435.82,2892650.0,5-HT3a
LPO,226,Lateral preoptic area,0.0478119,0.000319206,87885.9,586.751,1838160.0,5-HT3a
SSp-tr6b,461,"Primary somatosensory area, trunk, layer 6b",0.324851,0.00215867,120287.0,799.319,370284.0,5-HT3a
MPNl,748,"Medial preoptic nucleus, lateral part",0.0139453,9.15447e-05,2438.27,16.0061,174845.0,5-HT3a
CM,599,Central medial nucleus of the thalamus,0.0129066,7.96254e-05,10380.7,64.0417,804287.0,5-HT3a
BMA,319,Basomedial amygdalar nucleus,0.994767,0.00631588,1565720.0,9940.94,1573960.0,5-HT3a
CA2sr,454,"Field CA2, stratum radiatum",1.41651,0.00883388,469562.0,2928.36,331491.0,5-HT3a
MOs6b,1085,"Secondary motor area, layer 6b",0.292908,0.00189283,98185.4,634.492,335209.0,5-HT3a
SPIV,225,Spinal vestibular nucleus,0.165266,0.00122565,164809.0,1222.26,997233.0,5-HT3a
AId2/3,328,"Agranular insular area, dorsal part, layer 2/3",0.184705,0.00126592,304471.0,2086.77,1648420.0,5-HT3a
AOBgr,196,"Accessory olfactory bulb, granular layer",0.522504,0.00377118,212791.0,1535.82,407253.0,5-HT3a
SSp-ul6a,945,"Primary somatosensory area, upper limb, layer 6a",0.0958288,0.000654689,199427.0,1362.46,2081080.0,5-HT3a
ECT6a,977,Ectorhinal area/Layer 6a,0.262501,0.00165298,66125.5,416.395,251906.0,5-HT3a
TEa2/3,1127,"Temporal association areas, layer 2/3",0.977251,0.00606418,201964.0,1253.26,206666.0,5-HT3a
PVHlp,455,"Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part",0.203585,0.00147974,7119.17,51.7451,34969.0,5-HT3a
LRNm,955,"Lateral reticular nucleus, magnocellular part",0.777986,0.0053244,750592.0,5136.92,964789.0,5-HT3a
SCH,286,Suprachiasmatic nucleus,0.103806,0.000767681,47189.8,348.985,454597.0,5-HT3a
ORBvl1,969,"Orbital area, ventrolateral part, layer 1",0.640184,0.00428861,449076.0,3008.37,701479.0,5-HT3a
AON,159,Anterior olfactory nucleus,0.271698,0.00181298,2211290.0,14755.4,8138760.0,5-HT3a
CNspg,560,"Cochlear nucleus, subpedunclular granular region",0.0334769,0.0002117,1114.86,7.05011,33302.3,5-HT3a
FOTU,944,Folium-tuber vermis (VII),0.00857672,6.36056e-05,13087.0,97.0545,1525880.0,5-HT3a
SSp-ll,337,"Primary somatosensory area, lower limb",0.382712,0.00245639,1860960.0,11944.4,4862560.0,5-HT3a
SSs6b,893,"Supplemental somatosensory area, layer 6b",0.195267,0.00138345,107222.0,759.659,549103.0,5-HT3a
AUDp6a,954,"Primary auditory area, layer 6a",0.548138,0.00388311,191679.0,1357.89,349690.0,5-HT3a
BSTrh,562,"Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus",0.123792,0.000832162,7958.8,53.5011,64291.7,5-HT3a
PMd,980,Dorsal premammillary nucleus,0.0179562,0.000136707,3767.46,28.6831,209814.0,5-HT3a
CBX,528,Cerebellar cortex,0.203213,0.00134396,18690800.0,123613.0,91976800.0,5-HT3a
TT,589,Taenia tecta,0.355028,0.0022533,1551740.0,9848.64,4370760.0,5-HT3a
VISam1,281,"Anteromedial visual area, layer 1",0.668904,0.0042346,173663.0,1099.4,259622.0,5-HT3a
MSC,904,Medial septal complex,0.201263,0.00120169,984254.0,5876.72,4890390.0,5-HT3a
PALv,835,"Pallidum, ventral region",0.0905525,0.000601077,466971.0,3099.7,5156910.0,5-HT3a
SCop,851,"Superior colliculus, optic layer",0.192849,0.00132317,225037.0,1544.02,1166910.0,5-HT3a
DEC,936,Declive (VI),0.0574545,0.000343668,432655.0,2587.95,7530390.0,5-HT3a
y,781,Nucleus y,0.00610243,4.37069e-05,195.767,1.40213,32080.2,5-HT3a
FOTUmo,10728,"Folium-tuber vermis (VII), molecular layer",0.00777604,5.80064e-05,5887.33,43.9173,757111.0,5-HT3a
CEAm,559,"Central amygdalar nucleus, medial part",0.0642824,0.000448625,65929.0,460.116,1025620.0,5-HT3a
RSPd6a,274,"Retrosplenial area, dorsal part, layer 6a",0.261076,0.0016526,228265.0,1444.91,874323.0,5-HT3a
COApl,655,"Cortical amygdalar area, posterior part, lateral zone",1.03434,0.00667936,1575410.0,10173.4,1523110.0,5-HT3a
SS,453,Somatosensory areas,0.471144,0.00314971,24527500.0,163973.0,52059500.0,5-HT3a
MARN,307,Magnocellular reticular nucleus,0.140262,0.000914162,264578.0,1724.4,1886320.0,5-HT3a
GU4,148,"Gustatory areas, layer 4",0.532926,0.00393207,134355.0,991.31,252109.0,5-HT3a
HY,1097,Hypothalamus,0.0670448,0.000464627,2499420.0,17321.2,37279800.0,5-HT3a
PRT,1100,Pretectal region,0.0922278,0.000551111,310099.0,1853.01,3362310.0,5-HT3a
COApl1,216,"Cortical amygdalar area, posterior part, lateral zone, layer 1",0.544136,0.00354512,300226.0,1956.02,551749.0,5-HT3a
MOp5,648,"Primary motor area, Layer 5",0.211885,0.0013128,1096210.0,6791.97,5173640.0,5-HT3a
HEM,1073,Hemispheric regions,0.284673,0.00192619,13051900.0,88313.7,45848800.0,5-HT3a
AId6a,783,"Agranular insular area, dorsal part, layer 6a",0.181574,0.00122022,48701.7,327.288,268220.0,5-HT3a
OLF,698,Olfactory areas,0.465493,0.00315978,39095100.0,265379.0,83986500.0,5-HT3a
CA1so,399,"Field CA1, stratum oriens",0.561065,0.00364035,1770790.0,11489.4,3156120.0,5-HT3a
CA3sr,504,"Field CA3, stratum radiatum",1.4227,0.00894298,2786840.0,17517.8,1958830.0,5-HT3a
ECU,903,External cuneate nucleus,0.154659,0.00112163,60168.4,436.36,389040.0,5-HT3a
TMv,1,"Tuberomammillary nucleus, ventral part",0.0513979,0.000395719,7025.44,54.0898,136687.0,5-HT3a
MGm,1088,"Medial geniculate complex, medial part",0.144171,0.000839739,37407.0,217.881,259463.0,5-HT3a
ENTmv1,259,"Entorhinal area, medial part, ventral zone, layer 1",0.257932,0.00176354,26561.1,181.604,102977.0,5-HT3a
VP,709,Ventral posterior complex of the thalamus,0.0150813,0.000103435,57795.9,396.393,3832280.0,5-HT3a
ACAd,39,"Anterior cingulate area, dorsal part",0.43377,0.00271329,3153110.0,19723.2,7269080.0,5-HT3a
ENT,909,Entorhinal area,0.482676,0.00324597,4383070.0,29475.9,9080770.0,5-HT3a
PIR,961,Piriform area,0.722338,0.00487637,13236700.0,89358.3,18324800.0,5-HT3a
AIp,111,"Agranular insular area, posterior part",1.14186,0.00780742,1443510.0,9869.92,1264170.0,5-HT3a
VISpl6b,393,"Posterolateral visual area, layer 6b",0.268807,0.0015949,8916.67,52.9048,33171.3,5-HT3a
RH,189,Rhomboid nucleus,0.016658,0.000116732,11650.3,81.6399,699380.0,5-HT3a
ATN,239,Anterior group of the dorsal thalamus,0.215411,0.00147496,792840.0,5428.73,3680590.0,5-HT3a
VISl6a,74,"Lateral visual area, layer 6a",0.326089,0.00205784,57309.8,361.664,175749.0,5-HT3a
LING,912,Lingula (I),0.189046,0.0013517,52886.0,378.141,279752.0,5-HT3a
SUM,525,Supramammillary nucleus,0.0680735,0.00037717,38075.0,210.959,559321.0,5-HT3a
SSp-tr4,1086,"Primary somatosensory area, trunk, layer 4",0.511994,0.00316607,506251.0,3130.56,988784.0,5-HT3a
"CUL4, 5",1091,Lobules IV-V,0.195696,0.00108836,2958250.0,16452.3,15116500.0,5-HT3a
CL,575,Central lateral nucleus of the thalamus,0.0327557,0.000231376,18771.2,132.594,573066.0,5-HT3a
FRP2/3,667,"Frontal pole, layer 2/3",0.628983,0.0043454,108084.0,746.709,171839.0,5-HT3a
CA1,382,Field CA1,0.837075,0.00542997,12312800.0,79870.9,14709300.0,5-HT3a
AONd,167,"Anterior olfactory nucleus, dorsal part",0.487182,0.00317609,195048.0,1271.58,400359.0,5-HT3a
SSp-bfd,329,"Primary somatosensory area, barrel field",0.590511,0.00400991,8028170.0,54515.9,13595300.0,5-HT3a
TR3,1142,"Postpiriform transition area, layers 3",1.14007,0.00756915,892765.0,5927.22,783077.0,5-HT3a
VISl2/3,973,"Lateral visual area, layer 2/3",0.744695,0.00482891,307926.0,1996.72,413493.0,5-HT3a
CENT3,984,Lobule III,0.00608033,4.36234e-05,39156.4,280.928,6439850.0,5-HT3a
PAG,795,Periaqueductal gray,0.0235906,0.000169327,370303.0,2657.94,15697100.0,5-HT3a
SCig,10,"Superior colliculus, motor related, intermediate gray layer",0.0533945,0.000370524,338690.0,2350.29,6343160.0,5-HT3a
DG-sg,632,"Dentate gyrus, granule cell layer",0.825807,0.00502966,2114210.0,12876.8,2560180.0,5-HT3a
ICc,811,"Inferior colliculus, central nucleus",0.0174883,0.000115235,48827.1,321.736,2791990.0,5-HT3a
PYRgr,10729,"Pyramus (VIII), granular layer",0.000954313,6.60144e-06,1034.51,7.15622,1084040.0,5-HT3a
ANcr1gr,10675,"Crus 1, granular layer",0.276463,0.00193918,1037810.0,7279.45,3753880.0,5-HT3a
FL,1049,Flocculus,0.668989,0.00444248,998454.0,6630.32,1492480.0,5-HT3a
BMAa,327,"Basomedial amygdalar nucleus, anterior part",0.788204,0.00524216,416984.0,2773.26,529030.0,5-HT3a
ENTl6a,28,"Entorhinal area, lateral part, layer 6a",0.504002,0.00341989,819859.0,5563.12,1626700.0,5-HT3a
ENTl2a,715,"Entorhinal area, lateral part, layer 2a",0.470006,0.00317573,157424.0,1063.68,334940.0,5-HT3a
SSp-n4,654,"Primary somatosensory area, nose, layer 4",0.146128,0.00104874,53756.7,385.803,367875.0,5-HT3a
PPT,1061,Posterior pretectal nucleus,0.100429,0.000670387,24546.6,163.854,244417.0,5-HT3a
AIv1,704,"Agranular insular area, ventral part, layer 1",0.537325,0.0036202,182014.0,1226.31,338741.0,5-HT3a
PRE,1084,Presubiculum,0.290911,0.00195303,609871.0,4094.35,2096410.0,5-HT3a
PL1,171,"Prelimbic area, layer 1",0.670644,0.00417668,1524360.0,9493.54,2272980.0,5-HT3a
MS,564,Medial septal nucleus,0.197756,0.00110068,442581.0,2463.34,2238020.0,5-HT3a
MED,444,Medial group of the dorsal thalamus,0.0434514,0.000317163,165573.0,1208.56,3810520.0,5-HT3a
MOs2/3,962,"Secondary motor area, layer 2/3",0.619653,0.00393138,4151630.0,26340.0,6699930.0,5-HT3a
CTXsp,703,Cortical subplate,0.674121,0.00437032,7350590.0,47653.8,10904000.0,5-HT3a
CENT3gr,10711,"Lobule III, granular layer",0.00561193,4.08633e-05,16446.3,119.754,2930590.0,5-HT3a
DG-mo,10703,"Dentate gyrus, molecular layer",0.633282,0.00390757,4471730.0,27592.1,7061190.0,5-HT3a
MY-sat,379,"Medulla, behavioral state related",0.00607123,4.27162e-05,6354.86,44.7117,1046720.0,5-HT3a
VLPO,689,Ventrolateral preoptic nucleus,0.0357745,0.000231702,2488.92,16.12,69572.4,5-HT3a
ORBvl6a,608,"Orbital area, ventrolateral part, layer 6a",0.192154,0.00124558,51983.8,336.97,270532.0,5-HT3a
P-sat,1117,"Pons, behavioral state related",0.0512947,0.000346789,416166.0,2813.58,8113240.0,5-HT3a
VISpl2/3,269,"Posterolateral visual area, layer 2/3",0.736975,0.00451426,127622.0,781.739,173171.0,5-HT3a
VISpm6a,257,"posteromedial visual area, layer 6a",0.331929,0.00212174,155625.0,994.781,468851.0,5-HT3a
SSp-n2/3,838,"Primary somatosensory area, nose, layer 2/3",0.699842,0.00507794,511158.0,3708.88,730391.0,5-HT3a
DTN,880,Dorsal tegmental nucleus,0.00869414,6.49215e-05,3648.3,27.2429,419628.0,5-HT3a
ACAv5,772,"Anterior cingulate area, ventral part, layer 5",0.372773,0.00230737,508385.0,3146.78,1363790.0,5-HT3a
AUDp6b,1005,"Primary auditory area, layer 6b",0.408957,0.00280521,100039.0,686.214,244621.0,5-HT3a
EP,942,Endopiriform nucleus,0.556133,0.00360152,2431890.0,15748.9,4372850.0,5-HT3a
ECT5,988,Ectorhinal area/Layer 5,0.320866,0.00209336,184652.0,1204.68,575480.0,5-HT3a
VISp4,721,"Primary visual area, layer 4",0.541815,0.00339069,581993.0,3642.13,1074160.0,5-HT3a
ORBvl,746,"Orbital area, ventrolateral part",0.502722,0.00335199,1295980.0,8641.17,2577920.0,5-HT3a
AONpv,199,"Anterior olfactory nucleus, posteroventral part",0.325883,0.00207129,397546.0,2526.78,1219900.0,5-HT3a
CLA,583,Claustrum,0.434171,0.00282698,785958.0,5117.53,1810250.0,5-HT3a
SSp-un4,182305701,"Primary somatosensory area, unassigned, layer 4",0.459294,0.00305203,151335.0,1005.63,329495.0,5-HT3a
MDl,626,"Mediodorsal nucleus of the thalamus, lateral part",0.0669151,0.000496565,72465.1,537.751,1082940.0,5-HT3a
SSp-un6a,182305709,"Primary somatosensory area, unassigned, layer 6a",0.09582,0.000652023,79307.8,539.664,827675.0,5-HT3a
ILA1,707,"Infralimbic area, layer 1",0.579856,0.00368212,912464.0,5794.2,1573600.0,5-HT3a
SSp-un1,182305693,"Primary somatosensory area, unassigned, layer 1",0.560058,0.00368975,326482.0,2150.92,582944.0,5-HT3a
PRNc,1093,"Pontine reticular nucleus, caudal part",0.0562166,0.000357716,429039.0,2730.05,7631890.0,5-HT3a
SCig-a,494,"Superior colliculus, motor related, intermediate gray layer, sublayer a",0.120837,0.000849732,119871.0,842.942,992009.0,5-HT3a
INC,67,Interstitial nucleus of Cajal,0.00410556,2.97434e-05,717.836,5.20049,174845.0,5-HT3a
SSp-bfd6a,1038,"Primary somatosensory area, barrel field, layer 6a",0.202863,0.00139346,533985.0,3667.94,2632250.0,5-HT3a
SSp-ul2/3,854,"Primary somatosensory area, upper limb, layer 2/3",0.814634,0.00507494,2022340.0,12598.6,2482520.0,5-HT3a
ORBvl2/3,288,"Orbital area, ventrolateral part, layer 2/3",0.528422,0.00351168,592718.0,3938.97,1121670.0,5-HT3a
ACAv2/3,296,"Anterior cingulate area, ventral part, layer 2/3",0.823827,0.0050529,1382800.0,8481.35,1678510.0,5-HT3a
COAp,647,"Cortical amygdalar area, posterior part",1.04927,0.00681398,3595040.0,23346.3,3426230.0,5-HT3a
CA3,463,Field CA3,1.42596,0.00891979,12321800.0,77076.4,8641060.0,5-HT3a
RM,206,Nucleus raphe magnus,0.00416031,2.46801e-05,1600.3,9.49342,384659.0,5-HT3a
NLL,612,Nucleus of the lateral lemniscus,0.147982,0.00101288,225339.0,1542.36,1522740.0,5-HT3a
PRP,169,Nucleus prepositus,0.0488412,0.000368697,49529.9,373.896,1014100.0,5-HT3a
LSr,258,"Lateral septal nucleus, rostral (rostroventral) part",0.271823,0.00167749,1520510.0,9383.48,5593760.0,5-HT3a
VISC5,1058,"Visceral area, layer 5",1.29991,0.00952101,269067.0,1970.75,206990.0,5-HT3a
sAMY,278,Striatum-like amygdalar nuclei,0.39252,0.00259847,2629970.0,17410.3,6700220.0,5-HT3a
APN,215,Anterior pretectal nucleus,0.063039,0.000356821,96786.3,547.842,1535340.0,5-HT3a
